videoId,totalWords,totalUniqueWords,totalSentences,avgSyllPerSec,avgCEFRScore,avgWordCEFR,avgFreqCEFR,readability,avgSentenceLength,uncommonRatio,totalEasyRatio,totalMiddleRatio,totalHardRatio,wordEasyRatio,wordMiddleRatio,wordHardRatio,FreqEasyRatio,FreqMiddleRatio,FreqHardRatio,channelId
2IK5yZthF-c,247,166,38,1.3500934101252704,3.0,2.9698795180722892,3.020080321285141,6.885713253012049,6.5,41.566265060240966,52.7710843373494,17.228915662650603,30.000000000000004,56.024096385542165,13.55421686746988,30.42168674698795,50.60240963855422,19.67871485943775,29.718875502008036,UCFuU-5B1eKAWaTeLUu3JuyA
7ho1_8L4FYs,179,128,43,1.7438368285420873,2.403125,2.359375,2.4322916666666665,4.894130668604652,4.162790697674419,29.6875,66.71875,14.84375,18.4375,71.09375,8.59375,20.3125,63.802083333333336,19.010416666666668,17.1875,UCFuU-5B1eKAWaTeLUu3JuyA
bNN44X-6mH8,272,177,46,1.4971836120956903,2.8440677966101693,2.7994350282485874,2.8738229755178906,5.199784131662983,5.913043478260869,31.07344632768362,56.045197740113004,16.949152542372882,27.005649717514125,60.16949152542373,11.581920903954803,28.248587570621467,53.29566854990584,20.527306967984934,26.17702448210923,UCFuU-5B1eKAWaTeLUu3JuyA
57WGBQCCGtY,300,197,40,1.7037700622064447,2.5715736040609136,2.4619289340101522,2.6446700507614214,5.261289340101523,7.5,30.96446700507614,60.507614213197975,20.101522842639596,19.390862944162436,67.51269035532995,12.69035532994924,19.796954314720814,55.837563451776646,25.042301184433164,19.120135363790187,UCFuU-5B1eKAWaTeLUu3JuyA
FCqC7PLoIew,297,214,62,1.7814891542513587,2.935514018691589,2.8925233644859816,2.9641744548286604,5.1074130841121494,4.790322580645161,30.8411214953271,53.64485981308411,18.878504672897193,27.476635514018692,56.77570093457943,15.42056074766355,27.803738317757006,51.55763239875389,21.18380062305296,27.258566978193144,UCFuU-5B1eKAWaTeLUu3JuyA
FOqK2lO436c,279,168,52,1.4393315387685435,2.7166666666666663,2.6488095238095237,2.7619047619047614,5.52945641025641,5.365384615384615,33.33333333333333,60.11904761904761,13.809523809523807,26.07142857142857,63.988095238095234,10.11904761904762,25.892857142857142,57.53968253968253,16.26984126984127,26.190476190476186,UCFuU-5B1eKAWaTeLUu3JuyA
wP3mDrVOJwk,195,131,33,1.1024833096276736,2.983206106870229,2.950381679389313,3.0050890585241734,5.958205412907704,5.909090909090909,35.87786259541985,51.29770992366413,22.13740458015267,26.56488549618321,53.4351145038168,19.847328244274806,26.717557251908396,49.87277353689567,23.664122137404583,26.463104325699742,UCFuU-5B1eKAWaTeLUu3JuyA
7_DQACSltfU,329,197,47,1.49702265011965,2.877157360406092,2.8578680203045685,2.890016920473773,5.9578598984771585,7.0,35.53299492385787,54.82233502538071,18.68020304568528,26.49746192893401,57.10659898477157,15.736040609137056,27.15736040609137,53.299492385786806,20.642978003384094,26.057529610829107,UCFuU-5B1eKAWaTeLUu3JuyA
ZUuTLqZgPwk,166,117,25,1.7068293372654366,2.7435897435897436,2.5427350427350426,2.877492877492878,6.537378188034189,6.64,39.31623931623932,55.72649572649573,21.02564102564103,23.24786324786325,64.52991452991452,13.247863247863247,22.22222222222222,49.857549857549856,26.210826210826212,23.931623931623932,UCFuU-5B1eKAWaTeLUu3JuyA
6Mh6yJewSwA,250,161,51,1.5268517704540303,2.3726708074534164,2.3509316770186337,2.3871635610766044,4.068044087200097,4.901960784313726,24.22360248447205,66.95652173913044,15.527950310559005,17.51552795031056,70.80745341614906,9.937888198757763,19.25465838509317,64.38923395445136,19.254658385093165,16.356107660455486,UCFuU-5B1eKAWaTeLUu3JuyA
sPtUDmgAUcY,234,140,53,1.3235685342467862,2.4114285714285715,2.364285714285714,2.4428571428571426,3.7153458221024263,4.415094339622642,22.142857142857142,66.14285714285714,15.142857142857142,18.714285714285715,70.71428571428572,8.214285714285715,21.071428571428573,63.095238095238095,19.761904761904763,17.14285714285714,UCFuU-5B1eKAWaTeLUu3JuyA
FpiBGPqhzBw,203,139,41,1.4158748103249106,2.8661870503597124,2.7625899280575537,2.935251798561151,5.698242358308475,4.951219512195122,34.53237410071942,55.8273381294964,17.841726618705035,26.33093525179856,60.431654676258994,13.30935251798561,26.258992805755394,52.75779376498801,20.863309352517987,26.378896882494004,UCFuU-5B1eKAWaTeLUu3JuyA
tAPHNoIokdY,158,104,27,1.7037464061599248,2.2807692307692307,2.158653846153846,2.362179487179487,4.389578774928776,5.851851851851852,25.961538461538463,69.42307692307692,13.653846153846153,16.923076923076923,75.48076923076923,8.173076923076923,16.346153846153847,65.38461538461539,17.30769230769231,17.307692307692307,UCFuU-5B1eKAWaTeLUu3JuyA
ZrHBZ20gqsM,306,202,64,1.770925776322126,2.651485148514852,2.5717821782178216,2.704620462046204,5.39625891089109,4.78125,32.67326732673268,60.89108910891089,14.950495049504951,24.15841584158416,65.84158415841586,9.405940594059405,24.75247524752475,57.59075907590759,18.646864686468646,23.762376237623762,UCFuU-5B1eKAWaTeLUu3JuyA
vTKwZonE0wI,277,183,54,1.5754738005767912,2.8284153005464483,2.7759562841530054,2.8633879781420766,5.25891050394657,5.12962962962963,31.693989071038253,54.31693989071039,21.09289617486339,24.59016393442623,57.92349726775956,17.486338797814206,24.59016393442623,51.912568306010925,23.497267759562845,24.59016393442623,UCFuU-5B1eKAWaTeLUu3JuyA
UDeA6kGq7eY,231,135,45,1.6004036876071368,2.7555555555555555,2.525925925925926,2.908641975308642,5.167057777777778,5.133333333333334,31.11111111111111,56.0,19.555555555555557,24.444444444444443,65.92592592592592,11.481481481481481,22.59259259259259,49.382716049382715,24.938271604938272,25.679012345679013,UCFuU-5B1eKAWaTeLUu3JuyA
4Pw_vEs19Gg,226,152,42,1.256543193411796,3.0644736842105265,2.9671052631578947,3.129385964912281,6.292026817042608,5.380952380952381,38.15789473684211,51.18421052631579,18.02631578947368,30.789473684210524,56.578947368421055,13.157894736842106,30.26315789473684,47.58771929824561,21.271929824561404,31.140350877192983,UCFuU-5B1eKAWaTeLUu3JuyA
EpQvLkL1R_Y,242,128,55,1.1715438929330875,2.2859375,2.25390625,2.3072916666666665,4.16574,4.4,25.0,68.90625,15.46875,15.624999999999998,71.875,11.328125,16.796875,66.92708333333333,18.229166666666668,14.84375,UCFuU-5B1eKAWaTeLUu3JuyA
Z8C4XvJhhbc,173,112,36,1.1742009182790478,2.5214285714285714,2.491071428571429,2.5416666666666665,4.749784126984127,4.805555555555555,28.57142857142857,63.92857142857142,15.178571428571429,20.892857142857142,66.51785714285714,13.392857142857142,20.089285714285715,62.20238095238095,16.36904761904762,21.42857142857143,UCFuU-5B1eKAWaTeLUu3JuyA
9hGwuFk46A4,40,35,12,1.4866650648726574,2.8114285714285714,2.814285714285714,2.8095238095238098,6.0301904761904765,3.3333333333333335,37.142857142857146,54.28571428571428,20.571428571428573,25.14285714285714,58.57142857142857,11.428571428571429,29.999999999999996,51.42857142857143,26.66666666666667,21.904761904761905,UCFuU-5B1eKAWaTeLUu3JuyA
Iwbh7ZJPqUU,200,108,49,1.718755164528739,2.325925925925926,2.314814814814815,2.3333333333333335,4.5885600907029485,4.081632653061225,27.77777777777778,67.96296296296296,14.814814814814815,17.222222222222225,72.68518518518519,6.481481481481481,20.833333333333332,64.81481481481481,20.37037037037037,14.814814814814815,UCFuU-5B1eKAWaTeLUu3JuyA
LwBbzGooYmo,206,139,37,1.2523630050070795,2.676258992805755,2.5863309352517985,2.73621103117506,5.388021854948474,5.5675675675675675,32.37410071942446,57.98561151079136,19.136690647482013,22.87769784172662,62.58992805755396,15.107913669064747,22.302158273381295,54.91606714628297,21.822541966426858,23.26139088729017,UCFuU-5B1eKAWaTeLUu3JuyA
szrLsFCGDzg,322,189,64,1.5837214451645838,2.851851851851852,2.8439153439153437,2.8571428571428577,6.181243121693122,5.03125,37.56613756613756,55.026455026455025,18.41269841269841,26.56084656084656,57.93650793650793,14.814814814814813,27.24867724867725,53.086419753086425,20.811287477954142,26.102292768959433,UCFuU-5B1eKAWaTeLUu3JuyA
X8I0ODpub-k,204,134,38,1.595689681672484,2.401492537313433,2.417910447761194,2.390547263681592,3.9191841319717207,5.368421052631579,23.134328358208954,65.3731343283582,16.417910447761194,18.208955223880597,67.16417910447761,12.313432835820894,20.52238805970149,64.17910447761194,19.154228855721392,16.666666666666668,UCFuU-5B1eKAWaTeLUu3JuyA
eGFI9DNw9x4,98,76,22,1.7817316438031872,2.3526315789473684,2.177631578947368,2.4692982456140355,4.376208612440191,4.454545454545454,26.31578947368421,66.05263157894737,18.157894736842103,15.789473684210526,73.6842105263158,11.184210526315788,15.131578947368421,60.96491228070175,22.807017543859647,16.228070175438592,UCFuU-5B1eKAWaTeLUu3JuyA
Gdzem6o09so,365,236,57,1.985494694546076,2.6838983050847456,2.546610169491525,2.7754237288135593,4.532741153731788,6.4035087719298245,26.69491525423729,58.64406779661016,18.8135593220339,22.54237288135593,65.04237288135593,12.711864406779661,22.245762711864405,54.378531073446325,22.88135593220339,22.74011299435028,UCFuU-5B1eKAWaTeLUu3JuyA
O8d5bPb-XHY,261,190,46,1.6204842969913578,2.735789473684211,2.673684210526316,2.7771929824561408,5.350847139588102,5.673913043478261,32.10526315789474,56.94736842105263,19.05263157894737,24.000000000000004,61.05263157894737,15.526315789473685,23.42105263157895,54.21052631578947,21.403508771929825,24.385964912280702,UCFuU-5B1eKAWaTeLUu3JuyA
ylsiD6k6Iws,175,108,37,1.9095352963906413,2.5537037037037034,2.449074074074074,2.623456790123457,6.082742742742743,4.72972972972973,37.03703703703704,62.22222222222222,16.296296296296298,21.481481481481485,67.59259259259258,11.11111111111111,21.296296296296298,58.64197530864197,19.753086419753085,21.60493827160494,UCFuU-5B1eKAWaTeLUu3JuyA
owF27clbI0c,170,109,34,1.2975463253196484,2.614678899082569,2.5504587155963305,2.6574923547400613,5.173321100917432,5.0,31.19266055045872,57.79816513761469,22.38532110091743,19.81651376146789,61.92660550458716,16.51376146788991,21.559633027522935,55.04587155963303,26.299694189602448,18.654434250764524,UCFuU-5B1eKAWaTeLUu3JuyA
VOpotiqFuIg,276,180,41,1.7155582793489939,2.756666666666667,2.6916666666666664,2.8000000000000003,6.211281571815719,6.7317073170731705,37.22222222222222,57.55555555555556,17.666666666666664,24.77777777777778,61.111111111111114,14.166666666666666,24.72222222222222,55.18518518518519,20.0,24.814814814814817,UCFuU-5B1eKAWaTeLUu3JuyA
flJjjZqCJvY,291,217,47,1.49723745011655,2.887557603686636,2.6497695852534564,3.046082949308756,6.055531052063928,6.191489361702128,36.405529953917046,52.995391705069125,20.921658986175114,26.082949308755758,63.364055299539174,12.211981566820276,24.42396313364055,46.08294930875576,26.728110599078338,27.1889400921659,UCFuU-5B1eKAWaTeLUu3JuyA
qw8jVMKMRko,247,146,46,1.4619617345650964,2.7602739726027394,2.6095890410958904,2.8607305936073057,6.322768790946992,5.369565217391305,38.35616438356164,58.082191780821915,17.123287671232873,24.7945205479452,65.06849315068493,10.273972602739725,24.65753424657534,53.42465753424658,21.689497716894977,24.88584474885845,UCFuU-5B1eKAWaTeLUu3JuyA
TRpNWUkmUro,230,160,42,1.4774103950595394,2.8362499999999997,2.8375000000000004,2.835416666666667,5.008619047619048,5.476190476190476,30.0,55.375,18.875,25.75,58.4375,14.375,27.187499999999996,53.33333333333333,21.875,24.791666666666664,UCFuU-5B1eKAWaTeLUu3JuyA
zT07rYAhfQk,274,200,60,1.5803450350128168,2.9589999999999996,2.9475,2.966666666666667,5.516156666666667,4.566666666666666,33.5,54.199999999999996,16.3,29.5,56.75,12.0,31.25,52.5,19.166666666666664,28.333333333333332,UCFuU-5B1eKAWaTeLUu3JuyA
sGRRS-SS6jM,257,143,53,1.3834181103220335,2.4041958041958043,2.367132867132867,2.428904428904429,4.767716004749968,4.849056603773585,28.671328671328673,66.85314685314685,13.706293706293707,19.44055944055944,69.58041958041959,10.13986013986014,20.27972027972028,65.03496503496504,16.083916083916083,18.88111888111888,UCFuU-5B1eKAWaTeLUu3JuyA
JYSk-c1bOuU,249,155,59,1.2834545376642295,2.4090322580645163,2.4000000000000004,2.41505376344086,3.8766836522689996,4.220338983050848,23.225806451612904,66.83870967741936,13.548387096774192,19.612903225806452,69.67741935483872,8.064516129032258,22.258064516129032,64.94623655913978,17.204301075268816,17.849462365591396,UCFuU-5B1eKAWaTeLUu3JuyA
YgMZKY4JFS8,258,160,48,1.4678921811515213,2.415,2.40625,2.4208333333333334,4.2141,5.375,25.0,68.125,12.375,19.5,70.9375,7.5,21.5625,66.25,15.625,18.125,UCFuU-5B1eKAWaTeLUu3JuyA
XFLZFAs2aB8,46,42,11,1.5289904639278962,3.042857142857143,2.9642857142857144,3.0952380952380953,6.974561038961038,4.181818181818182,42.857142857142854,48.57142857142858,22.857142857142858,28.57142857142857,54.761904761904766,14.285714285714285,30.952380952380956,44.44444444444445,28.571428571428573,26.984126984126984,UCFuU-5B1eKAWaTeLUu3JuyA
UCS0wi__sFk,307,176,61,1.4651878778886458,2.4840909090909093,2.440340909090909,2.5132575757575757,4.286842138599106,5.032786885245901,25.568181818181817,64.88636363636364,14.659090909090907,20.454545454545457,68.4659090909091,9.375,22.15909090909091,62.5,18.18181818181818,19.318181818181817,UCFuU-5B1eKAWaTeLUu3JuyA
6w6r8jXw114,217,123,55,1.2684344653745112,2.4780487804878044,2.605691056910569,2.392953929539295,5.459027878787878,3.9454545454545453,33.33333333333333,65.04065040650406,15.284552845528456,19.674796747967484,63.82113821138212,13.821138211382115,22.357723577235774,65.85365853658536,16.260162601626018,17.886178861788615,UCFuU-5B1eKAWaTeLUu3JuyA
rdky-yIxYF8,272,173,54,1.5071137102824335,2.6601156069364165,2.6300578034682083,2.680154142581888,4.9046925283665175,5.037037037037037,29.47976878612717,58.612716763005785,19.07514450867052,22.312138728323703,60.40462427745665,17.63005780346821,21.965317919075147,57.41811175337186,20.03853564547206,22.54335260115607,UCFuU-5B1eKAWaTeLUu3JuyA
oi_P0pavt4w,143,110,32,1.274341255878359,2.581818181818182,2.440909090909091,2.675757575757576,4.815104545454546,4.46875,29.09090909090909,63.63636363636364,13.636363636363637,22.727272727272723,68.63636363636364,8.636363636363637,22.727272727272727,60.3030303030303,16.96969696969697,22.72727272727273,UCFuU-5B1eKAWaTeLUu3JuyA
9qN8yyHtqDg,157,106,40,1.9583414930895546,2.267924528301887,2.056603773584906,2.408805031446541,4.812510188679245,3.925,29.245283018867923,67.9245283018868,16.79245283018868,15.283018867924529,75.47169811320754,10.849056603773585,13.679245283018867,62.893081761006286,20.754716981132077,16.352201257861633,UCFuU-5B1eKAWaTeLUu3JuyA
qQX7JW6EHiQ,242,168,52,1.5352909445497176,2.5345238095238094,2.5029761904761907,2.555555555555556,4.930235531135532,4.653846153846154,29.761904761904763,62.97619047619048,16.19047619047619,20.833333333333336,66.07142857142857,11.904761904761905,22.023809523809522,60.91269841269841,19.04761904761905,20.039682539682538,UCFuU-5B1eKAWaTeLUu3JuyA
K1YyCwgp1-w,281,180,59,1.6274106421108006,2.758888888888889,2.7305555555555556,2.7777777777777772,4.622341619585688,4.762711864406779,27.77777777777778,56.77777777777777,19.444444444444443,23.77777777777778,62.77777777777778,9.722222222222221,27.500000000000004,52.77777777777777,25.925925925925924,21.296296296296298,UCFuU-5B1eKAWaTeLUu3JuyA
1rOj62W3VE0,280,185,55,1.6315252929525441,2.7967567567567566,2.7,2.861261261261261,5.800346928746929,5.090909090909091,35.13513513513514,56.32432432432432,17.62162162162162,26.054054054054056,61.891891891891895,11.891891891891893,26.216216216216218,52.61261261261262,21.44144144144144,25.945945945945944,UCFuU-5B1eKAWaTeLUu3JuyA
faGKQJVZT-o,140,91,21,1.6076686169531857,2.389010989010989,2.21978021978022,2.501831501831502,5.536161172161172,6.666666666666667,32.967032967032964,64.61538461538461,18.24175824175824,17.142857142857142,70.32967032967032,14.285714285714286,15.384615384615385,60.8058608058608,20.87912087912088,18.315018315018317,UCFuU-5B1eKAWaTeLUu3JuyA
KqzXwVJsIWc,1225,352,175,0.8763535108260939,3.105681818181818,2.892045454545454,3.2481060606060606,5.505864772727273,7.0,32.67045454545455,48.92045454545455,21.079545454545453,30.0,57.24431818181818,14.346590909090907,28.409090909090907,43.37121212121212,25.568181818181817,31.060606060606062,UCcdwLMPsaU2ezNSJU1nFoBQ
4PXoXE1NKM0,16,5,2,0.10632744988110657,4.56,4.7,4.466666666666667,13.028800000000002,8.0,80.0,24.0,12.0,63.99999999999999,20.0,10.0,70.0,26.666666666666668,13.333333333333334,60.0,UCcdwLMPsaU2ezNSJU1nFoBQ
vPOocPM5UTE,33,22,2,0.4570861411482003,2.981818181818182,2.6818181818181817,3.181818181818182,6.560218181818183,16.5,36.36363636363637,56.36363636363636,11.818181818181817,31.81818181818182,68.18181818181819,2.272727272727273,29.545454545454547,48.484848484848484,18.181818181818183,33.33333333333333,UCcdwLMPsaU2ezNSJU1nFoBQ
Dy5PAW-feRo,539,219,79,0.942130052314507,3.1899543378995436,2.9885844748858448,3.3242009132420094,6.106446656262643,6.822784810126582,36.5296803652968,47.397260273972606,21.187214611872147,31.41552511415525,56.62100456621005,12.557077625570777,30.82191780821918,41.24809741248097,26.94063926940639,31.81126331811263,UCcdwLMPsaU2ezNSJU1nFoBQ
w3YB-HtoHPg,33,17,1,0.6848728704734184,2.623529411764706,2.3823529411764706,2.7843137254901955,6.280917647058824,33.0,29.411764705882355,64.70588235294117,9.411764705882353,25.882352941176467,73.52941176470588,2.941176470588235,23.52941176470588,58.82352941176471,13.72549019607843,27.45098039215686,UCcdwLMPsaU2ezNSJU1nFoBQ
kg1FSB8H8Cw,40,22,5,0.6767754647477086,2.809090909090909,2.7045454545454546,2.878787878787879,6.138618181818183,8.0,36.36363636363637,60.90909090909091,10.0,29.090909090909086,68.18181818181819,2.272727272727273,29.545454545454547,56.06060606060606,15.151515151515152,28.78787878787879,UCcdwLMPsaU2ezNSJU1nFoBQ
dRt70GknBwE,472,154,4,0.3596282263545578,4.531168831168831,4.3441558441558445,4.655844155844156,14.362994805194806,118.0,53.896103896103895,17.922077922077925,22.727272727272727,59.35064935064935,28.246753246753247,12.662337662337663,59.090909090909086,11.03896103896104,29.43722943722944,59.52380952380952,UCcdwLMPsaU2ezNSJU1nFoBQ
Ab2hfNobjJE,30,20,4,0.6219491509451742,2.4299999999999997,2.175,2.6,4.319500000000001,7.5,25.0,69.0,9.0,22.0,77.5,2.5,20.0,63.333333333333336,13.333333333333334,23.333333333333332,UCcdwLMPsaU2ezNSJU1nFoBQ
3wstv1abiAU,21,5,1,0.05647074008938512,3.7600000000000002,3.7,3.8000000000000003,7.357600000000001,21.0,40.0,32.0,28.0,40.0,40.0,10.0,50.0,26.666666666666668,40.0,33.333333333333336,UCcdwLMPsaU2ezNSJU1nFoBQ
6-3xErt9N4w,1304,227,18,0.3891975927605343,4.915418502202643,4.814977973568282,4.9823788546255505,14.096724620655898,72.44444444444444,66.51982378854625,14.008810572687224,14.625550660792953,71.36563876651982,20.044052863436125,8.590308370044053,71.36563876651982,9.985315712187958,18.649045521292216,71.36563876651984,UCcdwLMPsaU2ezNSJU1nFoBQ
rKQJTvV-c6k,537,180,65,0.7143589774530442,3.0677777777777777,2.8583333333333334,3.2074074074074073,4.708161196581196,8.261538461538462,27.22222222222222,49.44444444444444,20.77777777777778,29.77777777777778,57.77777777777778,13.055555555555555,29.166666666666668,43.888888888888886,25.925925925925924,30.185185185185187,UCcdwLMPsaU2ezNSJU1nFoBQ
XOMMAEfHs5A,87,23,4,1.1700674109805165,3.0956521739130434,2.891304347826087,3.231884057971014,5.884452173913044,21.75,30.434782608695656,51.30434782608695,18.26086956521739,30.434782608695652,60.869565217391305,10.869565217391305,28.26086956521739,44.927536231884055,23.188405797101446,31.884057971014492,UCcdwLMPsaU2ezNSJU1nFoBQ
K9fQF8lsCBw,20,8,1,0.24094274324265122,2.5,1.8125,2.9583333333333335,4.939500000000001,20.0,25.0,60.0,27.5,12.5,81.25,6.25,12.5,45.833333333333336,41.66666666666666,12.499999999999998,UCcdwLMPsaU2ezNSJU1nFoBQ
7jIYz01xnNY,14,5,2,0.05171599004913019,3.7600000000000002,3.7,3.8000000000000003,6.663200000000001,7.0,40.0,32.0,28.0,40.0,40.0,10.0,50.0,26.666666666666668,40.0,33.333333333333336,UCcdwLMPsaU2ezNSJU1nFoBQ
yOCL-BejR_Q,614,219,121,0.8205783924243147,2.9844748858447487,2.883561643835616,3.051750380517504,5.226620763047662,5.074380165289257,31.506849315068493,50.31963470319634,22.557077625570777,27.123287671232877,57.534246575342465,13.013698630136986,29.452054794520546,45.50989345509893,28.919330289193304,25.57077625570776,UCcdwLMPsaU2ezNSJU1nFoBQ
5zU1syZyc84,858,303,114,0.7545482707849818,3.0818481848184818,2.924092409240924,3.187018701870187,5.532414174048985,7.526315789473684,32.67326732673268,47.85478547854785,24.026402640264028,28.11881188118812,56.10561056105611,14.356435643564357,29.537953795379536,42.35423542354236,30.47304730473047,27.172717271727173,UCcdwLMPsaU2ezNSJU1nFoBQ
LMB1FP6oecQ,427,147,70,1.1429897395132125,2.6,2.4727891156462585,2.684807256235828,5.2436484353741495,6.1,31.292517006802722,60.544217687074834,19.183673469387756,20.272108843537417,69.04761904761905,9.183673469387756,21.768707482993197,54.87528344671202,25.850340136054424,19.274376417233558,UCcdwLMPsaU2ezNSJU1nFoBQ
LMCxKxJ3MaE,536,190,64,0.7261782423224166,2.863157894736842,2.55,3.0719298245614035,4.238242105263158,8.375,24.210526315789473,54.315789473684205,19.157894736842103,26.526315789473685,65.52631578947368,11.315789473684209,23.157894736842106,46.84210526315789,24.385964912280706,28.771929824561404,UCcdwLMPsaU2ezNSJU1nFoBQ
-GYI_JNWrDI,38,26,6,0.7711552084360793,2.7153846153846155,2.5384615384615383,2.8333333333333335,6.994517948717949,6.333333333333333,42.30769230769231,60.769230769230774,13.846153846153847,25.384615384615383,69.23076923076923,5.769230769230769,25.0,55.128205128205124,19.23076923076923,25.641025641025642,UCcdwLMPsaU2ezNSJU1nFoBQ
fNmqhrJ4Z5c,35,20,3,0.6313022121521352,3.11,2.775,3.3333333333333335,5.315666666666667,11.666666666666666,30.0,51.0,17.0,31.999999999999996,65.0,5.0,30.0,41.666666666666664,25.0,33.33333333333333,UCcdwLMPsaU2ezNSJU1nFoBQ
S_Nu3eNYRIU,60,42,5,1.015789552305693,3.352380952380952,3.1904761904761907,3.4603174603174605,7.362342857142857,12.0,42.857142857142854,45.71428571428571,17.61904761904762,36.66666666666667,52.38095238095238,11.904761904761905,35.71428571428571,41.26984126984127,21.428571428571427,37.301587301587304,UCcdwLMPsaU2ezNSJU1nFoBQ
9frjEeTP5hc,52,34,11,0.9350499892109616,2.647058823529412,2.264705882352941,2.9019607843137254,3.4853550802139037,4.7272727272727275,20.588235294117645,59.41176470588235,21.764705882352942,18.823529411764707,75.0,5.882352941176471,19.11764705882353,49.01960784313726,32.352941176470594,18.627450980392155,UCcdwLMPsaU2ezNSJU1nFoBQ
bWFdmTJUxN8,810,221,123,0.8037990620377072,2.542986425339367,2.235294117647059,2.748114630467571,4.041928263988522,6.585365853658536,23.52941176470588,60.0,21.44796380090498,18.552036199095024,70.36199095022624,13.122171945701357,16.5158371040724,53.09200603318251,26.998491704374057,19.90950226244344,UCcdwLMPsaU2ezNSJU1nFoBQ
EMhnreVDBAc,43,28,3,0.7546657208189633,2.9857142857142858,2.5714285714285716,3.2619047619047614,5.7862904761904765,14.333333333333334,32.142857142857146,54.285714285714285,15.0,30.714285714285715,69.64285714285714,3.571428571428571,26.785714285714285,44.047619047619044,22.61904761904762,33.333333333333336,UCcdwLMPsaU2ezNSJU1nFoBQ
HU6_7yZECu4,78,53,10,1.3190077987936841,2.324528301886793,2.0943396226415096,2.477987421383648,4.557823396226415,7.8,26.41509433962264,67.54716981132076,16.9811320754717,15.471698113207548,77.35849056603773,6.60377358490566,16.037735849056602,61.00628930817611,23.89937106918239,15.09433962264151,UCcdwLMPsaU2ezNSJU1nFoBQ
ww7bsqQIA0E,566,205,72,0.5343194862560309,2.537560975609756,2.3536585365853657,2.6601626016260163,4.241130623306233,7.861111111111111,24.390243902439025,60.8780487804878,20.68292682926829,18.4390243902439,69.26829268292683,12.926829268292682,17.80487804878049,55.28455284552845,25.853658536585364,18.861788617886177,UCcdwLMPsaU2ezNSJU1nFoBQ
d1oewL0huHc,65,46,9,1.009737744826823,2.5,2.2282608695652173,2.6811594202898554,4.134091787439614,7.222222222222222,23.91304347826087,66.52173913043478,12.173913043478262,21.304347826086957,75.0,5.434782608695652,19.565217391304348,60.8695652173913,16.666666666666668,22.463768115942027,UCcdwLMPsaU2ezNSJU1nFoBQ
COAFsAnQ1sY,48,26,6,0.7750347625886161,3.2615384615384615,2.8653846153846154,3.5256410256410255,5.255261538461538,8.0,30.76923076923077,47.69230769230769,18.46153846153846,33.84615384615385,63.46153846153846,5.769230769230769,30.76923076923077,37.17948717948718,26.92307692307692,35.8974358974359,UCcdwLMPsaU2ezNSJU1nFoBQ
-khkyluyrjw,49,34,8,1.1320892524559034,2.2176470588235295,1.9264705882352942,2.411764705882353,3.5546823529411764,6.125,20.588235294117645,71.76470588235294,11.176470588235293,17.058823529411764,82.35294117647058,2.941176470588235,14.705882352941178,64.70588235294119,16.666666666666664,18.627450980392155,UCcdwLMPsaU2ezNSJU1nFoBQ
XM_Y1AnB77A,1838,321,341,0.7380637976166633,2.8411214953271027,2.70404984423676,2.932502596053998,4.448498102520532,5.390029325513196,26.479750778816197,54.45482866043614,20.560747663551403,24.984423676012465,62.149532710280376,11.682242990654206,26.168224299065418,49.32502596053998,26.479750778816197,24.19522326064382,UCcdwLMPsaU2ezNSJU1nFoBQ
ZKW8s1HY2S0,561,147,133,0.6092877716476182,3.046258503401361,2.9761904761904763,3.0929705215419503,5.150303472968135,4.2180451127819545,31.292517006802722,51.156462585034014,18.367346938775512,30.476190476190478,56.12244897959184,11.564625850340136,32.31292517006803,47.84580498866213,22.90249433106576,29.251700680272112,UCcdwLMPsaU2ezNSJU1nFoBQ
4MrPrCG5Y4Q,38,29,6,0.49472693486497576,2.8758620689655174,2.637931034482759,3.03448275862069,4.66999540229885,6.333333333333333,27.586206896551722,58.62068965517241,10.344827586206897,31.034482758620687,67.24137931034483,3.4482758620689653,29.310344827586203,52.8735632183908,14.942528735632184,32.183908045977006,UCcdwLMPsaU2ezNSJU1nFoBQ
qkx_Yt7pYgU,27,23,5,1.3105367151901284,2.2,1.7826086956521738,2.4782608695652173,3.0139269565217393,5.4,17.391304347826086,68.69565217391305,20.0,11.304347826086957,82.60869565217392,8.695652173913043,8.695652173913043,59.420289855072454,27.536231884057973,13.043478260869565,UCcdwLMPsaU2ezNSJU1nFoBQ
CPnBrQBrM9E,73,35,17,0.8555689257366172,2.822857142857143,2.657142857142857,2.9333333333333336,5.626702521008403,4.294117647058823,34.285714285714285,57.71428571428572,16.0,26.285714285714285,67.14285714285714,5.714285714285714,27.142857142857142,51.42857142857143,22.857142857142854,25.714285714285715,UCcdwLMPsaU2ezNSJU1nFoBQ
Wr87GKTUziA,17,13,1,0.5956534318147008,3.230769230769231,3.0,3.3846153846153846,6.916276923076925,17.0,38.46153846153847,50.76923076923077,13.846153846153847,35.38461538461539,61.53846153846154,3.8461538461538463,34.61538461538461,43.58974358974359,20.51282051282051,35.8974358974359,UCcdwLMPsaU2ezNSJU1nFoBQ
pSVrhKVF0_o,37,30,4,1.4109975615770294,2.913333333333333,2.55,3.1555555555555554,6.774800000000001,9.25,40.0,55.333333333333336,18.0,26.666666666666664,68.33333333333334,9.999999999999998,21.666666666666668,46.666666666666664,23.333333333333332,30.0,UCcdwLMPsaU2ezNSJU1nFoBQ
